objectid,temp sort,Note,Christin Newell,title,title,series,date_first_issued,date,date_text,creator,signature,seal,description,misc,publisher,carver,printer,Author (cew new),Editor (cew new),publication_date_messy,impression_quality,colors,condition,genre,format_print,size_image,size_sheet,lit//ref lit,collections,catalog,catalog_altform,catalog_2_orig_ref,location,latitude,longitude,type,format,filename,image_thumb,image_small,artistid (temporarily using for notes-cew),print_link,Notes
ihl-2245,,,CN Complete,Matsunoodera - temple 29 (松尾寺 二十九),Matsunoodera - temple 29 (松尾寺 二十九),Picture Album of the Thirty-Three Pilgrimage Places of the Western Provinces (西国三十三所巡礼画巻 Saigoku sanjūsansho junrei gakan),1925-09-28,1925,"September 28, 1925 大正十四年九月十八日発行 as printed in the 1925 album colophon",Nakazawa Hiromitsu 中沢弘光 (1874-1964),中澤弘光 (Nakazawa Hiromitsu) printed in lower right margin,弘 Hiro in lower left corner of image,"In this print, Nakazawa depicts the temple gate Niōmon at the entrance to Matsunoo-dera, a Shingon sect Buddhist temple and the 29th temple along the Saigoku Kannon Pilgrimage. 
In December 1923, only a few months after the Great Kantō Earthquake devastated the Tokyo area, Nakazawa along with his two friends, the poet Ishikura Suiyō and the artist Akatsuka Chūichi, began their pilgrimage to the thirty-three temples comprising the Saigoku Kannon Pilgrimage, taking seventy-eight days to complete the route.
This print is from the 1925 first edition of the album titled Saigoku sanjūsansho junrei gakan (Picture Album of the Thirty-Three Pilgrimage Places of the Western Provinces) published by Kanao Tanejirō featuring 37 woodblock prints made from Nakazawa's sketches, supplemented with poetry and information about the temples. See IHL Cat. #1860 for the second edition print published in 1946.",Temple/print number 29 appearing in the right margin of the 1925 release,Kanao Tanejirō 金尾種次郎 of the publishing house Kanao Bun'endō 金尾文淵堂 [Marks. pub. ref. 207),"Okada Seijirō 岡田清次郎 - the 1925 first edition album's colophon (see Album Box with Print of Kannon IHL Cat. #2413) lists two carvers, the above well-known Okada Seijirō and 大倉藤太郎, possibly read Okura Tōtarō.","Nishimura Kumakichi 西村熊吉 - the colophon for the 1925 album (see Album Box with Print of Kannon IHL Cat. #2413) lists three printers, the above well-known Nishmura Kumakichi; 山県秀助, possibly read Yamagata Hidesuki and 松本兄弟堂, a company founded in Osaka by Matsumoto Kisaburō 松本喜三郎 in 1923, which I believe did the letterpress printing. ",,,,Impression excellent,Colors excellent,Condition excellent,Genre shin hanga; shasei kikō,Format horizontal ōban,H x W Image 8 7/16 x 11 5/8 in. (21.4 x 29.5 cm),H x W Paper 10 1/16 x 15 1/4 in. ( 25.6 x 38.7 cm),"Literature Nakazawa Hiromitsu kenkyū: Hon karano kenshō, Hiromitsu Nakazawa, Mitsunobu Satō, et. al., Mitsui Kōkei, Tokyo, 2006, p. 46-48.","Collections This Print National Diet Library Call Number 寄別7-8-2-5 (1925 album, no images displayed); National Library Board, Singapore BRN:9854371 (entire 1946 album, no images shown); British Library System number: 017018582 (entire 1946 album, no images shown); Harvard Yenching Library HOLLIS number 990082993710203941 (1925 album, no images displayed)",IHL.2245,IHL.2245,IHL Catalog #2245 and#2413.37(1925 releases) and #1860 (1946 release),,,,Image;StillImage,image/jpeg,ihl-2245.jpg,ihl-2245_th.jpg,ihl-2245_sm.jpg,ihl_artist_121,https://pages.uoregon.edu/jsmacollections/home/artists/nakazawa-hiromitsu-1874-1964/matsunoo-dera-from-the-picture-al-a81b28fa4d70dcbd.html,
ihl-2249,,,CN Complete,Inscribed Poem set above Landscape of either Kyoto or Nara,Inscribed Poem set above Landscape of either Kyoto or Nara,Picture Album of the Thirty-Three Pilgrimage Places of the Western Provinces (西国三十三所巡礼画巻 Saigoku sanjūsansho junrei gakan),1946,1946,"January 18, 1946 昭和二十一年一月十八日発行 as shown in the album colophon for the 1946 second edition.",Nakazawa Hiromitsu 中沢弘光 (1874-1964), not signed,no artist seal,"This poem by the poet Kawai Suimei 河井 酔茗 (1874-1965) set above a landscape, possibly designed by Nakazawa Hiromitsu (1874-1964), was added to the second edition of Picture Album of the Thirty-Three Pilgrimage Places of the Western Provinces issued in 1946 by the publisher Kanao Tanejirō. The original 1925 edition, included the landscape, without a poem, as one of two end pieces in the first release of the album by the same publisher in 1925. (See this collection's print IHL Cat. #2413.59 Landscape from the Picture Album of the Thirty-Three Pilgrimage Places of the Western Provinces.)



 
 
          
",,Kanao Tanejirō 金尾種次郎 of the publishing house Kanao Bun'endō 金尾文淵堂 [Marks. pub. ref. 207),Okada Seijirō 岡田清次郎 and Ōkura Fujitarō (Ōkura Tōtarō?) 大倉藤太郎,Nishimura Kumakichi 西村熊吉 and Takagi Seikō (Kiyomitsu) 高木淸光,,,,Impression excellent,Colors excellent,"Condition good - uneven toning and; paper imperfections; marks right margin
   
",Genre shin hanga; shasei kikō,Format horizontal ōban,H x W Image 8 1/2 x 11 1/2 in. (21.6 x 29.2 cm),H x W Paper 9 5/8 x 13 13/16 in. (24.4 x 35.1 cm),"Literature Nakazawa Hiromitsu kenkyū: Hon karano kenshō, Hiromitsu Nakazawa, Mitsunobu Satō, et. al., Mitsui Kōkei, Tokyo, 2006, p. 46-48.","Collections This Print National Diet Library Call Number 寄別7-8-2-5 (1925 album, no images displayed); National Library Board, Singapore BRN:9854371 (entire 1946 album, no images shown); British Library System number: 017018582 (entire 1946 album, no images shown); Harvard Yenching Library HOLLIS number 990082993710203941 (1925 album, no images displayed)",IHL.2249,IHL.2249,IHL Catalog #2249,,,,Image;StillImage,image/jpeg,ihl-2249.jpg,ihl-2249_th.jpg,ihl-2249_sm.jpg,ihl_artist_121,https://www.myjapanesehanga.com/home/artists/nakazawa-hiromitsu-1874-1964/preface-page-from-the-picture-alb-63520da06784cc94.html,
ihl-2250,,,CN Complete,Tanigumisan Kegonji - temple 33 (谷汲山華厳寺 三十三),Tanigumisan Kegonji - temple 33 (谷汲山華厳寺 三十三),Picture Album of the Thirty-Three Pilgrimage Places of the Western Provinces (西国三十三所巡礼画巻 Saigoku sanjūsansho junrei gakan),1925-09-28,1925,"January 18, 1946 昭和二十一年一月十八日発行 as shown in the album colophon for the 1946 second edition.",Nakazawa Hiromitsu 中沢弘光 (1874-1964), not signed,弘 Hiro in lower left corner of image,"Nakazawa presents us with a view of a small building on the temple grounds of Tanigumi-san Kegon-ji, the thirty-third and last temple along the Saigoku Kannon Pilgrimage, which displays a circular sign, blue with a yellow frame, proclaiming ""votive offering"" 奉納. Pilgrim's have attached prayer slips and prayer boards to its walls. 
In December 1923, only a few months after the Great Kantō Earthquake devastated the Tokyo area, Nakazawa along with his two friends, the poet Ishikura Suiyō and the artist Akatsuka Chūichi, began their pilgrimage to the thirty-three temples comprising the Saigoku Kannon Pilgrimage, taking seventy-eight days to complete the route.
This print is from the 1946 second edition of the album titled Saigoku sanjūsansho junrei gakan (Picture Album of the Thirty-Three Pilgrimage Places of the Western Provinces) published by Kanao Tanejirō featuring 37 woodblock prints made from Nakazawa's sketches, supplemented with poetry and information about the temples. See IHL Cat. #2413.41 for the first edition print published in 1925.", ,Kanao Tanejirō 金尾種次郎 of the publishing house Kanao Bun'endō 金尾文淵堂 [Marks. pub. ref. 207),Okada Seijirō 岡田清次郎 and Ōkura Fujitarō (Ōkura Tōtarō?) 大倉藤太郎,Nishimura Kumakichi 西村熊吉 and Takagi Seikō (Kiyomitsu) 高木淸光,,,"IHL Cat. #2250: January 18, 1946 昭和二十一年一月十八日発行 [Individual prints in the 1946 release are not dated. This date taken from a 1946 album colophon.]",Impression excellent,Colors excellent,Condition excellent - mounting residue three place along top verso,Genre shin hanga; shasei kikō,Format horizontal ōban,H x W Image 8 3/8 x 11 5/16 in. (21.3 x 28.7 cm),H x W Paper 9 5/8 x 13 7/8 in. (24.4 x 35.2 cm),"Literature Nakazawa Hiromitsu kenkyū: Hon karano kenshō, Hiromitsu Nakazawa, Mitsunobu Satō, et. al., Mitsui Kōkei, Tokyo, 2006, p. 46-48.","Collections This Print National Diet Library Call Number 寄別7-8-2-5 (1925 album, no images displayed); National Library Board, Singapore BRN:9854371 (entire 1946 album, no images shown); British Library System number: 017018582 (entire 1946 album, no images shown); Harvard Yenching Library HOLLIS number 990082993710203941 (1925 album, no images displayed)",IHL.2250,IHL.2250,IHL Catalog #2250 (1946 second edition) and #2413.41 (1925 first edition),,,,Image;StillImage,image/jpeg,ihl-2250.jpg,ihl-2250_th.jpg,ihl-2250_sm.jpg,ihl_artist_121,https://pages.uoregon.edu/jsmacollections/home/artists/nakazawa-hiromitsu-1874-1964/tagume-san-kegon-ji-from-the-pict-c5424a75e4853863.html,
ihl-2251,,,CN Complete,Yoshiminedera - temple 20 (善峯寺 二十),Yoshiminedera - temple 20 (善峯寺 二十),Picture Album of the Thirty-Three Pilgrimage Places of the Western Provinces (西国三十三所巡礼画巻 Saigoku sanjūsansho junrei gakan),1925-09-28,1925,"January 18, 1946 昭和二十一年一月十八日発行 as shown in the album colophon for the 1946 second edition.",Nakazawa Hiromitsu 中沢弘光 (1874-1964), not signed,弘 Hiro in lower right corner of image,"Nakazawa presents us with a view of a thick horizontal branch of the 600-year-old Yōryu no matsu pine tree behind a low wooden fence at Yoshimine-dera, the 20th temple along the Saigoku Kannon Pilgrimage. The roof of a temple building is seen in the midground and the hills of Nishiyama stretch across the print's background.
In December 1923, only a few months after the Great Kantō Earthquake devastated the Tokyo area, Nakazawa along with his two friends, the poet Ishikura Suiyō and the artist Akatsuka Chūichi, began their pilgrimage to the thirty-three temples comprising the Saigoku Kannon Pilgrimage, taking seventy-eight days to complete the route.
This print is from the 1946 second edition of the album titled Saigoku sanjūsansho junrei gakan (Picture Album of the Thirty-Three Pilgrimage Places of the Western Provinces) published by Kanao Tanejirō featuring 37 woodblock prints made from Nakazawa's sketches, supplemented with poetry and information about the temples. See IHL Cat. #2413.28 for the first edition print published in 1925.",Temple name also seen written as 善峰寺,Kanao Tanejirō 金尾種次郎 of the publishing house Kanao Bun'endō 金尾文淵堂 [Marks. pub. ref. 207),Okada Seijirō 岡田清次郎 and Ōkura Fujitarō (Ōkura Tōtarō?) 大倉藤太郎,Nishimura Kumakichi 西村熊吉 and Takagi Seikō (Kiyomitsu) 高木淸光,,,,Impression excellent,Colors excellent,"Condition good - light overall toning; pin hole bottom left margin; minor soiling; residue upper left corner of image; brown marks mainly upper left of image  

 ",Genre shin hanga; shasei kikō ,Format horizontal ōban,H x W Image 8 1/2 x 11 1/2 in. (21.6 x 29.2 cm),H x W Paper 9 5/8 x 13 3/4 in. (24.4 x 34.9 cm),"Literature Nakazawa Hiromitsu kenkyū: Hon karano kenshō, Hiromitsu Nakazawa, Mitsunobu Satō, et. al., Mitsui Kōkei, Tokyo, 2006, p. 46-48.","Collections This Print National Diet Library Call Number 寄別7-8-2-5 (1925 album, no images displayed); National Library Board, Singapore BRN:9854371 (entire 1946 album, no images shown); British Library System number: 017018582 (entire 1946 album, no images shown); Harvard Yenching Library HOLLIS number 990082993710203941 (1925 album, no images displayed)",IHL.2251,IHL.2251,IHL Catalog #2251,,,,Image;StillImage,image/jpeg,ihl-2251.jpg,ihl-2251_th.jpg,ihl-2251_sm.jpg,ihl_artist_121,https://pages.uoregon.edu/jsmacollections/home/artists/nakazawa-hiromitsu-1874-1964/kakurin-ji-from-the-picture-album-8b8a07ce06938898.html,
ihl-2252,,,CN Complete,Chikubushima Hōgonji - temple 30 (竹生岛 宝厳寺 三十),Chikubushima Hōgonji - temple 30 (竹生岛 宝厳寺 三十),Picture Album of the Thirty-Three Pilgrimage Places of the Western Provinces (西国三十三所巡礼画巻 Saigoku sanjūsansho junrei gakan),1925-09-28,1946,"January 18, 1946 昭和二十一年一月十八日発行 as shown in the album colophon for the 1946 second edition.",Nakazawa Hiromitsu 中沢弘光 (1874-1964), not signed,弘 Hiro in lower left corner of image,"It is unclear which temple building Nakazawa depicts in this print. It may be the main temple building with a view of Lake Biwa off to the right. Hōgon-ji, the thirtieth temple on the Saigoku Kannon Pilgrimage sits on Chikubu Island in the north of Lake Biwa, Japan's largest freshwater lake. 
In December 1923, only a few months after the Great Kantō Earthquake devastated the Tokyo area, Nakazawa along with his two friends, the poet Ishikura Suiyō and the artist Akatsuka Chūichi, began their pilgrimage to the thirty-three temples comprising the Saigoku Kannon Pilgrimage, taking seventy-eight days to complete the route.
This print is from the 1946 second edition of the album titled Saigoku sanjūsansho junrei gakan (Picture Album of the Thirty-Three Pilgrimage Places of the Western Provinces) published by Kanao Tanejirō featuring 37 woodblock prints made from Nakazawa's sketches, supplemented with poetry and information about the temples. See IHL Cat. #2413.38 for the first edition print published in 1925.", ,Kanao Tanejirō 金尾種次郎 of the publishing house Kanao Bun'endō 金尾文淵堂 [Marks. pub. ref. 207),Okada Seijirō 岡田清次郎 and Ōkura Fujitarō (Ōkura Tōtarō?) 大倉藤太郎,Nishimura Kumakichi 西村熊吉 and Takagi Seikō (Kiyomitsu) 高木淸光,,,undated,Impression good,Colors excellent,Condition - good - overall mild toning,Genre shin hanga; shasei kikō ,Format horizontal ōban,H x W Image 8 1/2 x 11 7/16 in. (21.6 x 29.1 cm),H x W Paper 9 5/8 x 13 13/16 in. (24.4 x 35.1 cm) ,"Literature Nakazawa Hiromitsu kenkyū: Hon karano kenshō, Hiromitsu Nakazawa, Mitsunobu Satō, et. al., Mitsui Kōkei, Tokyo, 2006, p. 46-48.","Collections This Print National Diet Library Call Number 寄別7-8-2-5 (1925 album, no images displayed); National Library Board, Singapore BRN:9854371 (entire 1946 album, no images shown); British Library System number: 017018582 (entire 1946 album, no images shown); Harvard Yenching Library HOLLIS number 990082993710203941 (1925 album, no images displayed)",IHL.2252,IHL.2252,IHL Catalog #2252,,,,Image;StillImage,image/jpeg,ihl-2252.jpg,ihl-2252_th.jpg,ihl-2252_sm.jpg,ihl_artist_121,https://myjapanesehanga.com/home/artists/nakazawa-hiromitsu-1874-1964/hogon-ji-chikubushima-from-the-pic-4b742242c9f308c.html,
ihl-2261,,,,A Young Boy Studying (勉強する童男 Benkyō suru warabe),A Young Boy Studying (勉強する童男 Benkyō suru warabe),Little Child's Pictures for Home Entertainment ,1873,1873,1873,Utagawa Kuniteru II ニ代 歌川国輝 (1830-1874),"unsigned but attributed to 曜齋國輝 Yōsai Kuniteru (an artist name of Utagawa Kunteru II) by the National Diet Library; to 歌川, 国輝 (2代目 1830-1874) Utagawa Kuniteru II by the University of Tsukuba Library and Utagawa Kuniteru II by the Honolulu Museum of Art", ,From a set of twenty-eight educational prints issued in 1873 by the Ministry of Education (Monbushō) which show examples of children's good and bad behavior. In this print a young boy is dutifully studying in his parents' open-air store which advertises rice crackers with salt 塩せんべい while other young boys are playing. A gentleman walking buy notes the boy's good behavior.,,published by the Ministry of Education (Monbushō文部省),,,,,1873,,Colors fair - fading,"Condition fair - wrinkling, soiling, not backed, toning",Genre kyōiku nishiki-e [full-color educational prints],Format vertical ōban,H x W Image 13 3/8 x 8 7/8 in. (34 x 22.5 cm),H x W Paper 14 5/16 x 9 5/8 in. (36.4 x 24.4 cm),Literature,Collections This Print Tokyo Metropolitan Library 086-6(39); National Diet Library本別9-25;University of Tsukuba Library; Kumon Museum of Children's Ukiyo-e;Honolulu Museum of Art 31897.21;National Institute of Japanese Literature,IHL.2261,IHL.2261,IHL Catalog #2261,,,,Image;StillImage,image/jpeg,ihl-2261.jpg,ihl-2261_th.jpg,ihl-2261_sm.jpg,ihl_artist_216,https://www.myjapanesehanga.com/home/artists/utagawa-kuniteru-ii-1830-1874/a-young-boy-studying-from-the-ser-35ceee2a0848dd47.html,
ihl-2268,,,CN Complete,Illustration of Depth of the Sea (海中高低之図),Illustration of Depth of the Sea (海中高低之図),Collection of Reported Objects and Views From Around the World (萬国景品伝聞模写集張交画 Bankoku keihin denbun mosha shu harimaze ga),1870,1870,"Between 1870 and c. 1875 - dating inferred. The print is undated, but the drawing that this collection's print copied was first published in 1870)",Hasegawa Sadanobu II 二代 長谷川貞信 (Konobu I 初代小信) (1848-1940),Not signed,The artist's seal appears on the bottom right of the full uncut sheet. There are no artist marks on this collection's top portion of the complete print. ,"The top print in a three scene harimaze-e from a series of prints based on the 13 volume encyclopedia titled A Compilation of Geographical Knowledge (Yochi shiryaku 輿地誌略) by the multi-talented scholar of the West, Uchida Masao 内田正雄 (1839-1876), who traveled throughout the world to compile this encyclopedia. This top portion of the harimaze-e depicts a ship doing a sounding of the ocean bottom using a lead-line to determine depth. Various topographical formations are called out on the print and the red vertical cartouche on the right explains how ocean depth is measured as explained by ""Uchida Sensei"" (Uchida Masao) in Yochi shiryaku.

In the case of this collection's image, Sadanobu has largely copied the image from Volume 1, Asia of Uchida's encyclopedia, first published in 1870.",,綿屋喜兵衛 板 Wataya Kihei han [Marks: pub. ref. 579],n.a.,n.a.,,,"1870/c. 1875 (the print is undated, but the drawing that this collection's print was copied from was first published in 1870)",Impression excellent,Colors fair - darkened due to toning,Condition poor - cut from 3 scene oban-size harimaze; dark toning and soiling,Genre ukiyo-e; harimaze-e,Format cut from a vertical ōban sheet,,H x W Paper 5 13/16 x 9 5/8 in. (14.8 x 24.4 cm), , ,IHL.2268,IHL.2268,IHL Catalog #2268,,,,Image;StillImage,image/jpeg,ihl-2268.jpg,ihl-2268_th.jpg,ihl-2268_sm.jpg,ihl_artist_024,https://pages.uoregon.edu/jsmacollections/home/artists/hasegawa-sadanobu-ii-1848-1940/illustration-of-depth-of-the-sea.html,
ihl-2269b,cew added 20220302 -needs extra cleaning,,CN Complete,Blue and White Space,Blue and White Space,included in the portfolio The Original Prints - 44 Modern Japanese Print Artists,1973,1973,1973,Funasaka Yoshisuke 舩坂芳助 (b. 1939), Y. Funasaka in pencil, ,"This print is part of the print portfolio accompanying the deluxe limited edition (limited to 300 copies) of Gaston Petit's 44 Modern Japanese Print Artists, published in 1973.  Using woodblock for the irregular shapes defining the trapezoid, silkscreen for the yellow and the blue patterns and some type of hole punch to create a grid pattern of 5/16"" circular holes Funaska gives us another eye-pleasing print in his long-running series Blue and White Space.", ,Kodansha International Ltd. (24 of 300),self-carved, ,,,,Impression excellent,Colors excellent,Condition excellent,Genre sōsaku hanga; contemporary, ,H x W Image 10 5/8 x 22 3/8 in. (27 x 56.8 cm),H x W Paper 11 3/4 x 23 5/8 in. (29.8 x 60  cm), ,"Collections This Print Henry Art Gallery, University of Washington FA98.40.5",IHL.2269b,IHL.2269b,IHL Catalog #2269b,,,,Image;StillImage,image/jpeg,ihl-2269b.jpg,ihl-2269b_th.jpg,ihl-2269b_sm.jpg,ihl_artist_015,https://pages.uoregon.edu/jsmacollections/home/prints-in-online-queue/Funasaka%20Yoshisuke%20Blue%20and%20W-3eb816ac4eaff455.jpg,
ihl-2283,,,,Illustration of Our Army’s Triumphal Return and Distinguished Service Awards (我軍凱旋勲功賞賜ノ図 Wagagun gaisen kunkō shōshi no zu),Illustration of Our Army’s Triumphal Return and Distinguished Service Awards (我軍凱旋勲功賞賜ノ図 Wagagun gaisen kunkō shōshi no zu),,1895,1895,1895 (Meiji 28) - as dated within publisher seal,Utagawa Kokunimasa 歌川小国政 (1874-1944),小国政 Kokunimasa ,,"While there is no month of publication on this 1895 print, it was likely issued not too long after the signing of the Treaty of Shimonoseki on April 17 which ended the first Sino-Japanese War. In this print an army officer receives an award from the emperor. Some 2000 awards were given to both military personnel and civilians for their service and sacrifice during the war. ",,Katada Chōjirō 片田長次郎 [Marks: pub. ref. 217; seal not shown],,,,,1895 (Meiji 28) [see date below on publisher seal],Impression excellent,Colors excellent,Condition excellent - trimmed to the image; three separate panels; not backed,"Genre nishiki-e, senso-e",Format vertical ōban triptych,,"H x W Paper and Image right sheet: 14 x 9 1/4 in. (35.6 x 23.5 cm), center sheet: 14 x 9 1/8 in. (35.6 x 23.2 cm), right sheet: 14 x 8 13/16 in. (35.6 x 22.4 cm)",Literature,Collections This Print,IHL.2283,,IHL Catalog #2283,,,,Image;StillImage,image/jpeg,ihl-2283.jpg,ihl-2283_th.jpg,ihl-2283_sm.jpg,ihl_artist_208,https://www.myjapanesehanga.com/home/artists/utagawa-kokunimasa-1874---1944-/illustration-of-our-army-s-triump-cf26c70a733559de.html,
ihl-2286,,,,Illustration of Citizens Greeting the Return of His Imperial Majesty's Carriage (聖駕還幸市民奉迎之圖 Seiga kankō shimin hōgei no zu) ,Illustration of Citizens Greeting the Return of His Imperial Majesty's Carriage (聖駕還幸市民奉迎之圖 Seiga kankō shimin hōgei no zu) ,,1895-05,1895,May 1895 (date inferred) print not dated. The Hibiya triumphal arch was erected in May 1895.,Yūsai Toshiaki 幽斎年章 (1864-1921),年章画 Toshiaki ga,unread seal of the artist,"The Emperor Meiji's procession through the Hibiya Triumphal Arch in Tokyo on May 30, 1895 following the end of the Sino-Japanese War in April. The arch measured 110 meter in length, 18 meters in height with its main tower over 30 meters high and 8 meters wide.",,unknown,,,,,"May 1895 (Meiji 28) note: print carries no date, but the triumphal arch was erected in May 1895.",Impression excellent,Colors excellent,Condition very good - trimmed to image; overall toning; several stains and soiling; several pin holes; not backed,"Genre nishiki-e, senso-e",Format vertical ōban triptych,"H x W Image right sheet: 14 x 9 5/16 in. (35.6 x 23.7 cm), center sheet: 14 1/16 x 9 1/2 in. (35.7 x 24.1 cm), left sheet: 14 1/16 x 9 7/16 in. (35.7 x 24 cm)","H x W Paper right sheet: 14 3/8 x 9 5/16 in. (36.5 x 23.7 cm), center sheet: 14 3/8 x 9 1/2 in. (36.5 x 24.1 cm), left sheet: 14 3/8 x 9 7/16 in.(36.5 x 24 cm)",Literature,"Collections This Print Museum of Fine Arts, Boston 2000.534a-c",IHL.2286,,IHL Catalog #2286,,,,Image;StillImage,image/jpeg,ihl-2286.jpg,ihl-2286_th.jpg,ihl-2286_sm.jpg,ihl_artist_249,https://www.myjapanesehanga.com/home/artists/toshiaki-yusai-1864---1921-/llustration-of-citizens-greeting--659382ef487bffba.html,
ihl-1029,,,CN Complete,Frozen River (kōru kawa 凍る河),Frozen River (kōru kawa 凍る河),n.a.,1971,1971,1971,Kitaoka Fumio 北岡文雄 (1918-2007), pencil signed by artist in English below the image,unsealed,"A bleak but beautiful view of a Hokkaido river in the dead of winter.  This print was included in an 2010 exhibition of work at the Hokkaido Museum of Modern Art, titled Art in Hokkaido: People and Nature 北海道の美術 北の自然と人々.",n.a.,self-published,n.a.,n.a.,,,1971,Impression excellent,Colors excellent,Condition good - handling creases primarily visible in margins,Genre sōsaku hanga,n.a.,H x W Image 15 5/8 x 21 1/2 in. (39.7 x 54.6 cm),H x W Paper 18 7/8 x 24 7/8 in. (47.9 x 63.2 cm),"Reference Literature Revisiting Modern Japanese Prints: Selected Works from the Richard F. Grott Family Collection, Helen M. Nagata, Helen Merritt, Northern Illinois University Art Museum, 2007,p. 26",Collections This Print Art Gallery of New South Wales 330.1995 (ed. 64 of 100),IHL.1029,IHL.1029,IHL Catalog #1029,,,,Image;StillImage,image/jpeg,ihl-1029.jpg,ihl-1029_th.jpg,ihl-1029_sm.jpg,ihl_artist_064,https://pages.uoregon.edu/jsmacollections/home/artists/fumio-kitaoka-1918-2007-/frozen-river.html,
ihl-1030,,,,Circus No. 5 (サーカス No. 5 Saakasu No. 5),Circus No. 5 (サーカス No. 5 Saakasu No. 5),Circus and Clown,1968,1968,1968,"Hagiwara Hideo 萩原英雄
(1913-2007)","Hideo Hagiawa, pencil signed by artist in English lower left margin",,"Print 5 in the Hagiwara's Circus series of prints created in 1968.  He followed this series with the series Clowns in 1969 and the circus has been a recurring theme in the artist's work. Here the form of the clown is easily identifiable, as is his billowing costume. He followed this series with the series Clowns in 1969.",,self-published (38 of 50),self-carved,Printer self-printed,,,1968,Impression excellent,Colors excellent,Condition excellent - a minor mat line in lower left portion of margin; some folding to paper along margin edges,Genre sōsaku hanga,,H x W Image 8 7/8 x 11 1/4 in. (22.5 x 28.6 cm),H x W Paper 12 1/2 x 14 7/8 in. (31.8 x 37.8 cm),Reference Literature,Collections This Print Santa Barbara Museum of Art 1991.146.16,IHL.1030,IHL.1030,IHL Catalog #1030,,,,Image;StillImage,image/jpeg,ihl-1030.jpg,ihl-1030_th.jpg,ihl-1030_sm.jpg,ihl_artist_018,https://pages.uoregon.edu/jsmacollections/home/artists/hideo-hagiwara-1913---2007-/circus-no-5.html,
ihl-2293,,,,Snake (巳),Snake (巳),Seihō's Album of the Twelve Calendrical Animals (栖鳳画伯筆十二支帖 Seihō gahaku hitsu jūnishi jō),c. 1900-1915,1900,c. 1900-1915,Takeuchi Seihō 竹内栖鳳 (1864-1942),栖鳳 Seihō ,of Artist Seihō ga in 栖鳳画印,"This print, picturing a snake moving through the grass, is from the folding album (orihon) Seihō's Album of the Twelve Calendrical Animals, published by Unsōdō Publishing, containing twelve prints each picturing an animal in the zodiac.  This image represents the sixth animal in the set sequence of animals symbolizing the houses of the zodiac in Chinese lore, namely the rat, ox, tiger, hare, dragon, snake, horse, sheep, monkey, cock, dog and pig. Multiple editions of this print were issued by the publisher from c. 1901 into the early 1940s.

Each of the prints is essentially a woodblock facsimile of what must have been an original watercolor created by Seihō, a Nihonga, Maruyama-Shijō school painter, rather than a print maker. In describing an earlier book of prints by the artist, also published by Unsōdō Publishing, Jack Hillier notes that the Meiji print-makers responded to the challenge of reproducing Seihō's watercolors, with ""marvelous interpretive skills"" and goes on to say “There is, in truth, a complete abnegation of the medium qua woodcut; its own virtues of bold line and flat wash are sacrificed in the cause of a facsimile rendering of a water-colour: this was a fundamental change in technique which led to incredible feats of reproduction…”","Also seen translated as ""Seihō’s Album of the Twelve Signs of the Zodiac""",Unsōdō Publishing 芸艸堂 , , ,,,c. 1900-1915,Impression excellent,Colors excellent,Condition fair - original vertical album; soiling and toning,"Genre e-hon,  fukusei hanga ",Format hoirzontal dai-ōban,H x W Image 14 5/8 x 20 1/4 in. (37.1 x 51.4 cm ),H x W Paper 14 5/8 x 20 1/4 in. (37.1 x 51.4 cm ),Reference Literature,"Collections This Print The British Museum has an earlier album of the 12 prints in their collection 1991,1112,0.52 (dated c. 1900) as does the Rijksmuseum RP-P-1993-138 (dated 1910-1915) and the National Diet Library Call Number 418-39 (entire album dated 1900; not shown); Metropolitan Museum of Art2013.799 (entire album dated ca. 1905-6)",IHL.2293,,IHL Catalog #2293,,,,Image;StillImage,image/jpeg,ihl-2293.jpg,ihl-2293_th.jpg,ihl-2293_sm.jpg,ihl_artist_185,https://www.myjapanesehanga.com/home/artists/takeuchi-seiho-1864-1942/snake-from-the-series-seiho-s-alb-68b284e9d521446a.html,
